Key,UsedInMainMenu,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
xuiEmptyInfoPanelText,,UI,XUI,--,"[LEFT CLICK] to inspect an item, recipe or active effect\n[LEFT CLICK] hold and drag to take a stack\n[LEFT CLICK] to drop or swap a stack\n[RIGHT CLICK] hold and drag to take a half stack\n[RIGHT CLICK] to drop one item at a time\n[SHIFT CLICK] to move a stack between areas / containers\n[R] to take everything from a container","FAITES UN [CLIC GAUCHE] POUR INSPECTER UN OBJET, UNE COMPOSITION OU UN EFFET ACTIF\nMAINTENEZ UN [CLIC GAUCHE] ET FAITES GLISSER POUR PRENDRE UNE PILE\NFAITES UN [CLIC GAUCHE] POUR JETER OU ÉCHANGER UNE PILE\nMAINTENEZ UN [CLIC GAUCHE] ET FAITES GLISSER POUR PRENDRE LA MOITIÉ D'UNE PILE\nFAITES UN [CLIC DROIT] POUR LAISSER TOMBER UN OBJET À LA FOIS","[LINKS-KLICK], UM EINEN GEGENSTAND, EIN REZEPT ODER EINEN AKTIVEN EFFEKT GENAUER ANZUSEHEN\n[LINKS-KLICK], DANN HALTEN UND ZIEHEN, UM EINEN STAPEL ZU NEHMEN\n[LINKS-KLICK], UM EINEN STAPEL ABZULEGEN ODER AUSZUTAUSCHEN\n[RECHTS-KLICK], DANN HALTEN UND ZIEHEN, UM EINEN HALBEN STAPEL ZU NEHMEN\n[RECHTS-KLICK], UM GEGENSTÄNDE EINZELN ABZULEGEN",,"[CLIC IZQUIERDO] PARA INSPECCIONAR UN OBJETO, RECETA O EFECTO ACTIVO\n[CLIC IZQUIERDO] MANTÉN PRESIONADO Y ARRASTRA PARA RECOGER UN MONTÓN\n[CLIC IZQUIERDO] PARA SOLTAR O CAMBIAR UN MONTÓN\n[CLIC DERECHO] MANTÉN PRESIONADO Y ARRASTRA PARA RECOGER MEDIO MONTÓN\n[CLIC DERECHO] PARA SOLTAR UN OBJETO DE UNO EN UNO.",
xuiEmptyModifierSlot,,UI,XUI,newKey,Empty Modifier Slot,,,,,
xuiEndTime,,UI,XUI,newKey,End Time,,,,,
xuiEnemyKills,,UI,XUI,newKey,Enemy Kills,,,,,
xuiEveryone,,UI,XUI,--,Everyone,TOUT LE MONDE,JEDER,,TODOS,
xuifBrick,,UI,XUI,newKey,Stone,,,,,
xuifBuilding,,UI,XUI,newKey,Building,,,,,
xuifConcrete,,UI,XUI,newKey,Concrete,,,,,
xuifConstruction,,UI,XUI,newKey,Construction / Destruction,,,,,
xuifCrops,,UI,XUI,newKey,Crops,,,,,
xuifDecor,,UI,XUI,newKey,Decor,,,,,
xuifDesign,,UI,XUI,newKey,Level Design,,,,,
xuifDestruction,,UI,XUI,newKey,Destruction,,,,,
xuifDoors,,UI,XUI,newKey,Doors / Hatches,,,,,
xuiFeelsLike,,UI,XUI,--,Feels Like,AIMERAIT,FÜHLT SICH AN WIE,,PARECE,
xuifElectrical,,UI,XUI,newKey,Lighting / Hardware,,,,,
xuifFoliage,,UI,XUI,newKey,Foliage,,,,,
xuifFrames,,UI,XUI,newKey,Frames,,,,,
xuifIron,,UI,XUI,newKey,Iron,,,,,
xuifLoot,,UI,XUI,newKey,Loot,,,,,
xuiFood,,UI,XUI,--,Food,NOURRITURE,NAHRUNG,,COMIDA,
xuifOther,,UI,XUI,newKey,Other,,,,,
xuifOutdoor,,UI,XUI,newKey,Outdoor,,,,,
xuifSigns,,UI,XUI,newKey,Signs,,,,,
xuifSteel,,UI,XUI,newKey,Steel,,,,,
xuifTerrain,,UI,XUI,newKey,Terrain,,,,,
xuifTraps,,UI,XUI,newKey,Traps,,,,,
xuifTrees,,UI,XUI,newKey,Trees,,,,,
xuiFuel,,UI,XUI,--,Fuel,CARBURANT,BRENNSTOFF,,COMBUSTIBLE,
xuifWindows,,UI,XUI,newKey,Windows,,,,,
xuifWood,,UI,XUI,newKey,Wood,,,,,
xuiGameStage,,UI,XUI,newKey,Game Stage,,,,,
xuiGas,,UI,XUI,--,Gas,ESSENCE,BENZIN,,GAS,
xuiIngameDebugMenu,,UI,XUI,newKey,Debug Tools,,,,,
xuiInput,,UI,XUI,--,Input,ENTRÉE,INPUT,,ENTRADA,
xuiInspect,,UI,XUI,--,Inspect,INSPECTER,ANSEHEN,,INSPECCIONAR,
xuiInstant,,UI,XUI,newKey,Instant,,,,,
xuiInvalidPrefabName,,UI,XUI,newKey,The name contains invalid characters,,,,,
xuiInventory,,UI,XUI,--,Inventory,INVENTAIRE,INVENTAR,,INVENTARIO,
xuiInventoryFull,,UI,XUI,--,"No room in inventory, crafting has been halted until space is cleared.",Plus de place dans l'inventaire. La fabrication a été mise en attente jusqu'à ce que vous fassiez de la place.,"Kein Platz im Inventar, das Fertigen wurde gestoppt, bis du Platz geschaffen hast.",,"No hay espacio en el inventario, no puedes fabricar hasta que no tengas espacio libre.",
xuiInventoryFullDropping,,UI,XUI,--,Inventory is full. Dropping items on ground.,L'inventaire est plein. Vous êtes en train de jeter des objets au sol.,Inventar ist voll. Gegenstände werden auf den Boden gelegt.,,El inventario está lleno. Soltando objetos al suelo.,
xuiInventoryFullForPickup,,UI,XUI,--,Inventory is full.,L'inventaire est plein.,Inventar ist voll.,,El inventario está lleno.,
xuiIsAdmin,,UI,XUI,newKey,Server Admin,,,,,
xuiItems,,UI,XUI,newKey,Items,,,,,
xuiItemsCrafted,,UI,XUI,--,Items Crafted,OBJETS FABRIQUÉS,GEGENSTÄNDE GEFERTIGT,,OBJETOS FABRICADOS,
xuiJournal,,UI,XUI,newKey,Journal,,,,,
xuiKilometers,,UI,XUI,--,Kilometers,Kilomètres,Kilometer,,Kilómetros,
xuiKM,,UI,XUI,--,km,KM,KM,,KM,
xuiKMTravelled,,UI,XUI,--,km Traveled,KM PARCOURUS,ZURÜCKGELEGTE KM,,KM VIAJADOS,
xuiLevel,,UI,XUI,--,Level,NIVEAU,LEVEL,,NIVEL,
xuiLevelTools,,UI,XUI,newKey,Level Tools,,,,,
xuiLevelTools2,,UI,XUI,newKey,Level Tools 2,,,,,
xuiLongestLife,,UI,XUI,--,Longest Life,SURVIE LA PLUS LONGUE,LÄNGSTES LEBEN,,VIDA MÁS LARGA,
xuiLoot,,UI,XUI,--,Loot,BUTIN,BEUTE,,BOTÍN,
xuiLooting,,UI,XUI,--,Looting,EN COURS D'ACQUISITION DE BUTIN,PLÜNDERN,,SAQUEANDO,
xuiMap,,UI,XUI,--,Map,CARTE,KARTE,,MAPA,
xuiMaterialGroup,,UI,XUI,newKey,Group,,,,,
xuiMaterials,,UI,XUI,newKey,Materials,,,,,
xuiMaxOutput,,UI,XUI,newKey,Max Output,,,,,
xuiMenuExit,,UI,XUI,newKey,Exit,,,,,
xuiMenuHelp,,UI,XUI,newKey,Help,,,,,
xuiMenuOptions,,UI,XUI,newKey,Options,,,,,
xuiMenuSave,,UI,XUI,newKey,Save,,,,,
xuiModifiers,,UI,XUI,newKey,Modifiers,,,,,
xuiNA,,UI,XUI,--,N/A,S.O.,–,,N/D,
xuiNextLevelRequirements,,UI,XUI,--,Requirements,CONDITIONS,VORAUSSETZUNGEN,,REQUISITOS,
xuiNoise,,UI,XUI,--,Noise,BRUIT,GERÄUSCHE,,RUIDO,
xuiObjectives,,UI,XUI,--,Objectives,OBJECTIFS,ZIELE,,OBJETIVOS,
xuiObjectivesNotAvailable,,UI,XUI,--,Objectives not available at this time.,LES OBJECTIFS NE SONT PAS DISPONIBLES À L'HEURE ACTUELLE.,ZIELE DERZEIT NICHT VERFÜGBAR.,,LOS OBJETIVOS NO ESTÁN DISPONIBLES EN ESTOS MOMENTOS.,
xuiOk,,UI,XUI,newKey,OK,,,,,
xuiOpenInEditor,,UI,XUI,newKey,Open XML in external editor,,,,,
xuiOutput,,UI,XUI,--,Output,SORTIE,OUTPUT,,RESULTADO,
xuiPaintCost,,UI,XUI,newKey,Paint Cost,,,,,
xuiPaintUnit,,UI,XUI,newKey,Per Meter,,,,,
xuiParty,,UI,XUI,newKey,Party,,,,,
xuiPing,,UI,XUI,--,Ping,PING,PING,,PING,
xuiPlayerKills,,UI,XUI,--,Player Kills,JOUEURS TUÉS,SPIELER-KILLS,,JUGADORES ASESINADOS,
xuiPlayerLevel,,UI,XUI,newKey,Player Level,,,,,
xuiPlayers,,UI,XUI,--,Players,JOUEURS,SPIELER,,JUGADORES,
xuiPlayerStats,,UI,XUI,--,Player Stats,STATS DU JOUEUR,SPIELER-STATISTIK,,ESTADÍSTICAS DEL JUGADOR,
xuiPointsAvailable,,UI,XUI,--,Point(s) Available,Point(s) disponible(s),Verfügbare(r) Punkt(e),,Punto(s) disponible(s),
xuiPower,,UI,XUI,newKey,Power,,,,,
xuiPowerDelay,,UI,XUI,newKey,Power Delay,,,,,
xuiPowerDuration,,UI,XUI,newKey,Power Duration,,,,,
xuiPrefabAlreadyExists,,UI,XUI,newKey,A prefab with the given name already exists,,,,,
xuiPrefabEditor,,UI,XUI,newKey,Level/Prefab Editor,,,,,
xuiPrefabEditorEacWarningText,,UI,XUi,newKey,EAC is enabled. You will not be able to save any modifications to prefabs that are included in the vanilla game.,,,,,
xuiPrefabEditorEacWarningTitle,,UI,XUi,newKey,EAC Enabled,,,,,
xuiPrefabGroups,,UI,XUI,newKey,Groups,,,,,
xuiPrefabGroupsAddLabel,,UI,XUI,newKey,Add:,,,,,
xuiPrefabList,,UI,XUI,newKey,Prefab Browser,,,,,
xuiPrefabProperties,,UI,XUI,newKey,Prefab Properties,,,,,
xuiPrefabsApplyLoadedPrefab,,UI,XUI,newKey,Place Prefab,,,,,
xuiPrefabsApplyLoadedPrefabTooltip,,UI,XUI,newKey,Place the prefab loaded with 'Load Into' at the selected position,,,,,
xuiPrefabSaveName,,UI,XUI,newKey,Name:,,,,,
xuiPrefabsCleanOtherPrefabs,,UI,XUI,newKey,Clean Prefabs,,,,,
xuiPrefabsCleanOtherPrefabsTooltip,,UI,XUI,newKey,Remove all additionally loaded prefabs from the world,,,,,
xuiPrefabsLoadIntoPrefab,,UI,XUI,newKey,Load Into,,,,,
xuiPrefabsLoadIntoPrefabTooltip,,UI,XUI,newKey,Load the selected prefab into the current world\n(requires a selection to place the prefab),,,,,
xuiPrefabsLoadTooltip,,UI,XUI,newKey,Load the selected prefab for editing,,,,,
xuiPrefabsNew,,UI,XUI,newKey,Create new prefab,,,,,
xuiPrefabsNewTooltip,,UI,XUI,newKey,Create a new empty prefab,,,,,
xuiPrefabsPropertiesTooltip,,UI,XUI,newKey,Show properties of selected prefab\nwithout loading the prefab into the world,,,,,
xuiPrefabsSaveTooltip,,UI,XUI,newKey,Save the current chunk contents to the prefab,,,,,
xuiQuality,,UI,XUI,--,Quality,QUALITÉ,QUALITÄT,,CALIDAD,
xuiQuestRallyOutOfRange,,UI,XUI,newKey,The following party members are out of range and will fail if you continue: {0},,,,,
xuiQuests,,UI,XUI,--,Quests,QUÊTES,QUESTS,,MISIONES,
xuiQuickWaypoint,,UI,XUI,--,Quick Waypoint,CHEMINEMENT RAPIDE,SCHNELLER WEGPUNKT,,PUNTO DE REGRESO RÁPIDO,
xuiRead,,UI,XUI,newKey,Read,,,,,
xuiReceived,,UI,XUI,--,Received,REÇUS,ERHALTEN,,RECIBIDO,
xuiRefuel,,UI,XUI,--,Refuel,RAVITAILLER,NACHTANKEN,,REPOSTAR,
xuiRefuelNotAllowed,,UI,XUI,newKey,Refuel not allowed,,,,,
xuiRepair,,UI,XUI,--,Repair,RÉPARER,REPARIEREN,,REPARAR,
xuiRepairMissingMats,,UI,XUI,--,You do not have the required materials to repair this item.,Vous n'avez pas le matériel nécessaire pour réparer cet objet.,"Du hast nicht die erforderlichen Materialien, um diesen Gegenstand reparieren zu können.",,No tienes los materiales necesarios para reparar este objeto.,
xuiRepairMustReadBook,,UI,XUI,--,You must read the correct book or buy a perk to repair this item.,Vous devez lire le bon livre pour réparer cet objet.,"Du musst das richtige Buch lesen, um diesen Gegenstand reparieren zu können.",,Debes leer el libro adecuado para reparar este objeto.,
xuiRequired,,UI,XUI,--,Required,NÉCESSAIRE(S),ERFORDERLICH,,SE NECESITA,
xuiRequirements,,UI,XUI,--,Requirements,CONDITIONS NÉCESSAIRES,VORAUSSETZUNGEN,,REQUISITOS,
xuiResult,,UI,XUI,newKey,Result,,,,,
xuiRewards,,UI,XUI,--,Rewards,RÉCOMPENSES,BELOHNUNGEN,,RECOMPENSAS,
xuiRewardsNotAvailable,,UI,XUI,--,Rewards not available at this time.,LES RÉCOMPENSES NE SONT PAS DISPONIBLES À L'HEURE ACTUELLE.,BELOHNUNGEN DERZEIT NICHT VERFÜGBAR.,,LAS RECOMPENSAS NO ESTÁ DISPONIBLES EN ESTOS MOMENTOS.,
xuiRwgPreviewer,,UI,XUI,newKey,Random Gen Previewer ...,,,,,
xuiSave,,UI,XUI,newKey,Save,,,,,
xuiSaveDirtyPrefab,,UI,XUI,newKey,Save changes?,,,,,
xuiSaveDirtyPrefabText,,UI,XUI,newKey,The currently loaded prefab '{0}' has unsaved changes.,,,,,
xuiSaveNewPrefabText,,UI,XUI,newKey,This prefab has not been saved yet.,,,,,
xuiSaveWaypoint,,UI,XUI,--,Save Waypoint,SAUVEGARDER LE CHEMINEMENT,WEGPUNKT SPEICHERN,,GUARDAR PUNTO DE REGRESO,
xuiScreenshotNoPrefabLoaded,,UI,XUI,newKey,You can not take a screenshot if no prefab is loaded,,,,,
xuiSeats,,UI,XUI,--,Seats,SIÈGES,SITZE,,ASIENTOS,
xuiSent,,UI,XUI,--,Sent,ENVOYÉS,VERSCHICKT,,ENVIADO,
xuiShapes,,UI,XUI,newKey,Shapes,,,,,
xuiSharedQuests,,UI,XUI,newKey,Shared Quests,,,,,
xuiSharedWaypoints,,UI,XUI,--,Shared Waypoints,CHEMINEMENTS PARTAGÉS,GETEILTE WEGPUNKTE,,PUNTOS DE REGRESO COMPARTIDOS,
xuiShowBounds,,UI,XUI,newKey,Show Bounds,,,,,
xuiShowFacing,,UI,XUI,newKey,Show Facing,,,,,
xuiShowImposter,,UI,XUI,newKey,Show Imposter,,,,,
xuiSign,,UI,XUI,newKey,Sign,,,,,
xuiSkillCurrentLevel,,UI,XUI,newKey,Current Level:,,,,,
xuiSkillPerkName,,UI,XUI,--,Name,Nom,Name,,Nombre,
xuiSkills,,UI,XUI,newKey,Skills,,,,,
xuiSkillSelectedLevel,,UI,XUI,newKey,Selected Level:,,,,,
xuiSkillStats,,UI,XUI,--,Skill Stats,STATS DE LA COMPÉTENCE,FERTIGKEITEN-STATISTIK,,ESTADÍSTICAS DE HABILIDAD,
xuiSlots,,UI,XUI,newKey,Slots,,,,,
xuiSpeed,,UI,XUI,--,Speed,VITESSE,GESCHWINDGKEIT,,VELOCIDAD,
xuiStartTime,,UI,XUI,newKey,Start Time,,,,,
xuiStats,,UI,XUI,--,Stats,STATS,STATISTIKEN,,ESTADÍSTICAS,
xuiStatus,,UI,XUI,--,Status,STATUT,STATUS,,ESTADO,
xuiStatusEffects,,UI,XUI,newKey,Status Effects,,,,,
xuiSteamID,,UI,XUI,--,Steam Id,ID STEAM,STEAM-ID,,ID DE STEAM,
xuiStorage,,UI,XUI,newKey,Storage,,,,,
xuiStripInternalTextures,,UI,XUI,newKey,Strip Internal Textures,,,,,
xuiStripTextures,,UI,XUI,newKey,Strip Textures,,,,,
xuiTakeScreenshot,,UI,XUI,newKey,Update Prefab Thumbnail,,,,,
xuiTargetAllies,,UI,XUI,newKey,Target Allies,,,,,
xuiTargeting,,UI,XUI,newKey,Targeting,,,,,
xuiTargetSelf,,UI,XUI,newKey,Target Self,,,,,
xuiTargetStrangers,,UI,XUI,newKey,Target Strangers,,,,,
xuiTargetZombies,,UI,XUI,newKey,Target Zombies,,,,,
xuiTime,,UI,XUI,--,Time,DURÉE,ZEIT,,TIEMPO,
xuiTools,,UI,XUI,--,Tools,OUTILS,WERKZEUGE,,HERRAMIENTAS,
xuiTrader,,UI,XUI,newKey,Trader,,,,,
xuiTrigger,,UI,XUI,newKey,Trigger,,,,,
xuiTurnOff,,UI,XUI,--,Turn Off,DÉSACTIVER,AUSSCHALTEN,,DESACTIVAR,
xuiTurnOn,,UI,XUI,--,Turn On,ACTIVER,EINSCHALTEN,,ACTIVAR,
xuiUnSelect,,UI,XUI,newKey,Unselect,,,,,
xuiUpdateBounds,,UI,XUI,newKey,Update Bounds,,,,,
xuiUpdateFacing,,UI,XUI,newKey,Rotate,,,,,
xuiUpdateImposter,,UI,XUI,newKey,Update Imposter,,,,,
xuiVehicle,,UI,XUI,newKey,Vehicle,,,,,
xuiVehicleNoiseLoud,,UI,XUI,--,Loud,FORT,LAUT,,ALTO,
xuiVehicleNoiseModerate,,UI,XUI,--,Moderate,MODÉRÉ,MODERAT,,MODERADO,
xuiVehicleNoiseSoft,,UI,XUI,--,Soft,FAIBLE,SANFT,,SUAVE,
xuiVehicleSpeedFast,,UI,XUI,--,Fast,RAPIDE,SCHNELL,,RÁPIDO,
xuiVehicleSpeedNone,,UI,XUI,--,None,AUCUN,KEINE,,NADA,
xuiVehicleSpeedNormal,,UI,XUI,--,Normal,NORMAL,NORMAL,,NORMAL,
xuiVehicleSpeedSlow,,UI,XUI,--,Slow,LENT,LANGSAM,,LENTO,
xuiVehicleStorage,,UI,XUI,newKey,Vehicle Storage,,,,,
xuiVending,,UI,XUI,newKey,Vending,,,,,
xuiVoice,,UI,XUI,--,Voice,VOIX,STIMME,,VOZ,
xuiVolume,,UI,XUI,newKey,Vol,,,,,
xuiWater,,UI,XUI,--,Water,EAU,WASSER,,AGUA,
xuiWaypoints,,UI,XUI,--,Waypoints,CHEMINEMENTS,WEGPUNKTE,,PUNTOS DE REGRESO,
xuiWellness,,UI,XUI,--,Wellness,BIEN-ÊTRE,WOHLBEFINDEN,,BIENESTAR,
xuiWind,,UI,XUI,--,Wind,VENT,WIND,,VIENTO,
xuiWorldEditor,,UI,XUI,newKey,World Editor ...,,,,,
xuiXPToNextLevel,,UI,XUI,newKey,XP to next level,,,,,
xuiZombieKills,,UI,XUI,--,Zombie Kills,ZOMBIES TUÉS,ZOMBIE-KILLS,,ZOMBIS ASESINADOS,
xuiOptionsAudio,,UI,XUi Audio Options,newKey,Audio Settings,,,,,
xuiOptionsAudioAmbientVolumeLevel,,UI,XUi Audio Options,--,Ambient sound volume,Volume du son ambiant,Umgebungslautstärke,,Volumen de sonidos ambientales,
xuiOptionsAudioAmbientVolumeLevelTooltip,,UI,XUi Audio Options,newKey,Sets environmental sound volume,,,,,
xuiOptionsAudioDynamicMusicDailyTimeAllotted,,UI,XUi Audio Options,newKey,Daily Time Allotted,,,,,
xuiOptionsAudioDynamicMusicDailyTimeAllottedTooltip,,UI,XUi Audio Options,newKey,percentage of time music is allowed to play on a given day.\n(Note that 100% will not yield continuous music),,,,,
xuiOptionsAudioDynamicMusicEnabled,,UI,Xui Audio Options,newKey,Enable Dynamic Music,,,,,
xuiOptionsAudioDynamicMusicEnabledTooltip,,UI,Xui Audio Options,newKey,Enables in-game music,,,,,
xuiOptionsAudioInGameMusicVolumeLevel,,UI,XUi Audio Options,--,In-Game Music volume,Volume de la musique,Musiklautstärke,,Volumen de la música,
xuiOptionsAudioInGameMusicVolumeLevelTooltip,,UI,XUi Audio Options,newKey,Sets volume for in-game music,,,,,
xuiOptionsAudioMenuMusicVolumeLevel,,UI,XUi Audio Options,newKey,Menu Music volume,,,,,
xuiOptionsAudioMenuMusicVolumeLevelTooltip,,UI,XUi Audio Options,newKey,Sets volume for menu music,,,,,
xuiOptionsAudioMicVolumeLevel,,UI,XUi Audio Options,--,Microphone gain,Gain du microphone,Erhalte Mikrofon,,Ganancia de micrófono,
xuiOptionsAudioMicVolumeLevelTooltip,,UI,XUi Audio Options,newKey,Sets gain for microphone,,,,,
xuiOptionsAudioOverallAudioVolumeLevel,,UI,XUi Audio Options,--,Overall sound volume,Volume général,Gesamtlautstärke,,Volumen general del sonido,
xuiOptionsAudioOverallAudioVolumeLevelTooltip,,UI,XUi Audio Options,newKey,Sets volume for all sound,,,,,
xuiOptionsAudioVoiceChatEnabled,,UI,XUi Audio Options,--,Enable voice chat,Activer le chat vocal,Voice-Chat aktivieren,,Activar chat de voz,
xuiOptionsAudioVoiceChatEnabledTooltip,,UI,XUi Audio Options,newKey,Toggles voice chat,,,,,
xuiOptionsAudioVoiceVolumeLevel,,UI,XUi Audio Options,--,Voice volume,Volume des voix,Lautstärke der Stimmen,,Volumen de las voces,
xuiOptionsAudioVoiceVolumeLevelTooltip,,UI,XUi Audio Options,newKey,Sets party's voice volume,,,,,
btnAdvancedGeneration,,UI,XUi Continue Game,newKey,Advanced Generation,,,,,
mmLblNameErrorNoWorld,,UI,XUi Continue Game,newKey,Selected world is not playable.,,,,,
mmLblRwgSeedErrorWorldExists,,UI,XUi Continue Game,newKey,The specified random world already exists.,,,,,
xuiDeleteSaveGame,,UI,XUi Continue Game,newKey,Delete selected save?,,,,,
xuiMapSize,,UI,XUi Continue Game,newKey,World Size,,,,,
xuiRwgCountyName,,UI,XUi Continue Game,newKey,Generated World Name,,,,,
xuiRwgCountyNameDesc,,UI,XUi Continue Game,newKey,Name of generated world is deduced from the World Generation Seed and World Size.,,,,,
xuiRwgWorldSeed,,UI,XUi Continue Game,newKey,World Generation Seed,,,,,
xuiRwgWorldSeedDesc,,UI,XUi Continue Game,newKey,Seed used for the randomization of the the new world.,,,,,
xuiRwgWorldSize,,UI,XUi Continue Game,newKey,World Size,,,,,
xuiRwgWorldSizeDesc,,UI,XUi Continue Game,newKey,Width and height of the generated world in meters.,,,,,
xuiSavegameDeleteConfirmation,,UI,XUi Continue Game,newKey,Are you sure you want to delete the save game\n[FFEB04]{0}[-]?,,,,,
xuiSavegameDifferentMajor,,UI,XUi Continue Game,newKey,Saved game was played with a different major release of the game.\nThis game cannot be continued with this game version\nas it would cause corruptions.,,,,,
xuiSavegameNewerMinor,,UI,XUi Continue Game,newKey,Saved game was last played with a slightly newer release.\nContinuing this save game with an older game\nbuild has a chance to cause corruptions.,,,,,
xuiSavegameOlderMinor,,UI,XUi Continue Game,newKey,Saved game was last played with a slightly older release.\nContinuing this save game with a newer game\nbuild can cause corruptions.,,,,,
xuiSavegameWorldNotFound,,UI,XUi Continue Game,newKey,This save game is for a world that no longer exists.\nIf the world was from a mod make sure that mod is installed.,,,,,
xuiBoolDualShock4Off,,UI,XUi Controls Options,newKey,Xbox style,,,,,
xuiBoolDualShock4On,,UI,XUi Controls Options,newKey,DualShock 4,,,,,
xuiBoolMenuBindingsOff,,UI,XUi Controls Options,newKey,In-Game,,,,,
xuiBoolMenuBindingsOn,,UI,XUi Controls Options,newKey,UI / Menus,,,,,
xuiGrabBinding,,UI,XUi Controls Options,newKey,Confirm,,,,,
xuiNewBinding,,UI,XUi Controls Options,newKey,Select another,,,,,
xuiNewBindingAbort,,UI,XUi Controls Options,newKey,Or press ESC to abort,,,,,
xuiNewBindingAction,,UI,XUi Controls Options,newKey,Press the button you want to assign to:,,,,,
xuiNewBindingConflictingAction,,UI,XUi Controls Options,newKey,[B6A67B]{0}[-] already in use by [B6A67B]{1}[-],,,,,
xuiNewBindingCurrent,,UI,XUi Controls Options,newKey,[B6A67B]{0}[-] (currently [B6A67B]{1}[-]),,,,,
xuiOptionsControls,,UI,XUi Controls Options,newKey,Control Settings,,,,,
xuiOptionsControlsAllowController,,UI,XUi Controls Options,newKey,Enable Controller,,,,,
xuiOptionsControlsAllowControllerTooltip,,UI,XUi Controls Options,newKey,Allow controlling the game with a gamepad,,,,,
xuiOptionsControlsController,,UI,XUi Controls Options,newKey,Gamepad,,,,,
xuiOptionsControlsControllerInterfaceSensitivity,,UI,XUi Controls Options,--,Interface sensitivity,Sensibilité de l'interface,Empfindlichkeit der Benutzeroberfläche,,Sensibilidad de la interfaz,
xuiOptionsControlsControllerInterfaceSensitivityTooltip,,UI,XUi Controls Options,newKey,Cursor movement speed within UI windows when using a controller,,,,,
xuiOptionsControlsControllerVibration,,UI,XUi Controls Options,--,Controller vibration,Vibration de la manette,Controller-Vibration,,Vibración del control,
xuiOptionsControlsControllerVibrationTooltip,,UI,XUi Controls Options,newKey,"Enable vibration of the controller, e.g. when losing health",,,,,
xuiOptionsControlsGeneric,,UI,XUi Controls Options,newKey,Options,,,,,
xuiOptionsControlsInvertMouseLookY,,UI,XUi Controls Options,--,Invert Mouse,Inverser la souris,Maus invertieren,,Ratón invertido,
xuiOptionsControlsInvertMouseLookYTooltip,,UI,XUi Controls Options,newKey,Invert the vertical axis of the mouse when moving the camera,,,,,
xuiOptionsControlsLookSensitivity,,UI,XUi Controls Options,--,Look sensitivity,Sensibilité du regard,Kameraempfindlichkeit,,Sensibilidad de la visión,
xuiOptionsControlsLookSensitivityTooltip,,UI,XUi Controls Options,newKey,Sensitivity of mouse when moving the camera around,,,,,
xuiOptionsControlsNewBinding,,UI,XUi Controls Options,newKey,Assign new binding,,,,,
xuiOptionsControlsShowDS4,,UI,XUi Controls Options,newKey,Controller type,,,,,
xuiOptionsControlsShowDS4Tooltip,,UI,XUi Controls Options,newKey,Select what type of controller you want to view the bindings for.,,,,,
xuiOptionsControlsShowMenuBindings,,UI,XUi Controls Options,newKey,Bindings for,,,,,
xuiOptionsControlsShowMenuBindingsTooltip,,UI,XUi Controls Options,newKey,Select whether you want to view the UI / menu bindings or in-game bindings.,,,,,
xuiOptionsControlsZoomSensitivity,,UI,XUi Controls Options,--,Zoom sensitivity,Sensibilité au zoom,Zoomempfindlichkeit,,Sensibilidad de zoom,
xuiOptionsControlsZoomSensitivityTooltip,,UI,XUi Controls Options,newKey,Sensitivity of mouse when aiming down the sights,,,,,
